,Apprehension Date,Apprehension AOR,citizenship_country,citizenship_country_cleaned,Continent,Country
0,2025-10-15,Newark,Peru,Peru,South America,Peru
1,2025-10-15,El Paso,Honduras,Honduras,North America,Honduras
2,2025-06-11,New Orleans,Honduras,Honduras,North America,Honduras
3,2025-10-15,Denver,Venezuela,Venezuela,South America,Venezuela
4,2025-10-15,Houston,"China, Peoples Republic Of",China,Asia,China
5,2025-07-17,Houston,"China, Peoples Republic Of",China,Asia,China
6,2025-04-06,New Orleans,Honduras,Honduras,North America,Honduras
7,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
8,2025-10-15,Dallas,India,India,Asia,India
9,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
10,2025-10-15,Houston,El Salvador,El Salvador,North America,El Salvador
11,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
12,2025-10-15,Boston,Dominican Republic,Dominican Republic,North America,Dominican Republic
13,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
14,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
15,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
16,2025-10-15,Atlanta,Nicaragua,Nicaragua,North America,Nicaragua
17,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
18,2025-10-15,Newark,Mexico,Mexico,North America,Mexico
19,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
20,2025-10-15,Newark,Dominican Republic,Dominican Republic,North America,Dominican Republic
21,2025-10-15,Houston,Cuba,Cuba,North America,Cuba
22,2025-10-15,Newark,Ecuador,Ecuador,South America,Ecuador
23,2025-10-15,El Paso,Guatemala,Guatemala,North America,Guatemala
24,2025-10-15,El Paso,Guatemala,Guatemala,North America,Guatemala
25,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
26,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
27,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
28,2025-10-15,El Paso,Guatemala,Guatemala,North America,Guatemala
29,2025-10-15,El Paso,Honduras,Honduras,North America,Honduras
30,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
31,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
32,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
33,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
34,2025-10-15,Houston,El Salvador,El Salvador,North America,El Salvador
35,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
36,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
37,2025-07-06,Houston,Mexico,Mexico,North America,Mexico
38,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
39,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
40,2025-10-15,Houston,Cuba,Cuba,North America,Cuba
41,2025-10-15,Miami,Cuba,Cuba,North America,Cuba
42,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
43,2025-10-15,New York City,Dominican Republic,Dominican Republic,North America,Dominican Republic
44,2025-10-15,Miami,Ecuador,Ecuador,South America,Ecuador
45,2025-10-15,New York City,Dominican Republic,Dominican Republic,North America,Dominican Republic
46,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
47,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
48,2025-10-15,Houston,Guatemala,Guatemala,North America,Guatemala
49,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
50,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
51,2025-10-15,Houston,Nicaragua,Nicaragua,North America,Nicaragua
52,2025-10-15,Boston,Brazil,Brazil,South America,Brazil
53,2025-10-15,Boston,Dem Rep Of The Congo,Democratic Republic of Congo,Africa,Democratic Republic of Congo
54,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
55,2025-10-15,El Paso,"China, Peoples Republic Of",China,Asia,China
56,2025-10-01,El Paso,"China, Peoples Republic Of",China,Asia,China
57,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
58,2025-10-15,Newark,Peru,Peru,South America,Peru
59,2025-10-15,Houston,Vietnam,Vietnam,Asia,Vietnam
60,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
61,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
62,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
63,2025-10-15,Houston,Guatemala,Guatemala,North America,Guatemala
64,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
65,2025-10-15,Houston,Guatemala,Guatemala,North America,Guatemala
66,2025-10-15,Salt Lake City,Honduras,Honduras,North America,Honduras
67,2025-10-15,Salt Lake City,Guatemala,Guatemala,North America,Guatemala
68,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
69,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
70,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
71,2025-10-15,Washington,Peru,Peru,South America,Peru
72,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
73,2025-10-15,Miami,Venezuela,Venezuela,South America,Venezuela
74,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
75,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
76,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
77,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
78,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
79,2025-10-15,El Paso,Ecuador,Ecuador,South America,Ecuador
80,2025-10-15,El Paso,Honduras,Honduras,North America,Honduras
81,2025-02-05,New Orleans,Honduras,Honduras,North America,Honduras
82,2025-10-15,El Paso,Guatemala,Guatemala,North America,Guatemala
83,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
84,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
85,2025-09-12,San Antonio,Mexico,Mexico,North America,Mexico
86,2025-10-15,El Paso,Guatemala,Guatemala,North America,Guatemala
87,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
88,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
89,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
90,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
91,2025-10-15,El Paso,Mexico,Mexico,North America,Mexico
92,2025-10-15,Houston,Guatemala,Guatemala,North America,Guatemala
93,2025-10-15,Detroit,Honduras,Honduras,North America,Honduras
94,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
95,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
96,2025-10-15,Boston,Dominican Republic,Dominican Republic,North America,Dominican Republic
97,2025-10-15,Boston,Brazil,Brazil,South America,Brazil
98,2025-10-15,Phoenix,Colombia,Colombia,South America,Colombia
99,2025-10-15,Detroit,Honduras,Honduras,North America,Honduras
100,2025-10-15,Newark,Ecuador,Ecuador,South America,Ecuador
101,2025-10-15,Newark,Peru,Peru,South America,Peru
102,2025-10-15,Washington,El Salvador,El Salvador,North America,El Salvador
103,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
104,2025-10-15,Washington,El Salvador,El Salvador,North America,El Salvador
105,2025-10-15,Washington,Nicaragua,Nicaragua,North America,Nicaragua
106,2025-10-15,Miami,Venezuela,Venezuela,South America,Venezuela
107,2025-10-15,New York City,India,India,Asia,India
108,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
109,2025-10-15,Detroit,Haiti,Haiti,North America,Haiti
110,2025-10-15,Detroit,Honduras,Honduras,North America,Honduras
111,2025-10-15,Washington,El Salvador,El Salvador,North America,El Salvador
112,2025-10-08,Atlanta,Guatemala,Guatemala,North America,Guatemala
113,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
114,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
115,2025-10-15,Boston,Brazil,Brazil,South America,Brazil
116,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
117,2025-10-15,New York City,Venezuela,Venezuela,South America,Venezuela
118,2025-10-15,New York City,Mexico,Mexico,North America,Mexico
119,2025-10-15,Newark,Ghana,Ghana,Africa,Ghana
120,2025-10-15,Miami,Peru,Peru,South America,Peru
121,2025-10-15,Miami,Cuba,Cuba,North America,Cuba
122,2025-10-15,Newark,Colombia,Colombia,South America,Colombia
123,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
124,2025-10-15,Chicago,Colombia,Colombia,South America,Colombia
125,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
126,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
127,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
128,2025-10-15,Houston,Colombia,Colombia,South America,Colombia
129,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
130,2025-10-15,Seattle,Colombia,Colombia,South America,Colombia
131,2025-10-15,Seattle,Colombia,Colombia,South America,Colombia
132,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
133,2025-10-15,Houston,Cuba,Cuba,North America,Cuba
134,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
135,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
136,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
137,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
138,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
139,2025-10-15,Newark,Hungary,Hungary,Europe,Hungary
140,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
141,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
142,2025-10-15,Buffalo,Ecuador,Ecuador,South America,Ecuador
143,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
144,2025-10-15,New Orleans,Turkiye,Turkey,Europe,Turkey
145,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
146,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
147,2025-10-15,Phoenix,Colombia,Colombia,South America,Colombia
148,2025-10-15,Buffalo,Mexico,Mexico,North America,Mexico
149,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
150,2025-10-15,Boston,St. Kitts-Nevis,Saint Kitts and Nevis,North America,Saint Kitts and Nevis
151,2025-10-15,Buffalo,Mexico,Mexico,North America,Mexico
152,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
153,2025-10-15,Buffalo,Honduras,Honduras,North America,Honduras
154,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
155,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
156,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
157,2025-10-15,Phoenix,Mexico,Mexico,North America,Mexico
158,2025-10-15,Chicago,Kyrgyzstan,Kyrgyzstan,Asia,Kyrgyzstan
159,2025-10-15,Chicago,"China, Peoples Republic Of",China,Asia,China
160,2025-10-15,New York City,Egypt,Egypt,Africa,Egypt
161,2025-10-15,Miami,Brazil,Brazil,South America,Brazil
162,2025-10-15,Chicago,Russia,Russia,Asia,Russia
163,2025-10-15,Chicago,Russia,Russia,Asia,Russia
164,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
165,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
166,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
167,2025-10-15,Chicago,Nicaragua,Nicaragua,North America,Nicaragua
168,2025-10-15,Denver,Venezuela,Venezuela,South America,Venezuela
169,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
170,2025-10-15,Los Angeles,El Salvador,El Salvador,North America,El Salvador
171,2025-10-15,Washington,Nicaragua,Nicaragua,North America,Nicaragua
172,2025-10-15,New Orleans,Cuba,Cuba,North America,Cuba
173,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
174,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
175,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
176,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
177,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
178,2025-10-15,San Francisco,"China, Peoples Republic Of",China,Asia,China
179,2025-10-15,Los Angeles,Mexico,Mexico,North America,Mexico
180,2025-10-15,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
181,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
182,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
183,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
184,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
185,2025-10-15,Harlingen,Mexico,Mexico,North America,Mexico
186,2025-10-15,San Francisco,Mexico,Mexico,North America,Mexico
187,2025-10-15,San Francisco,Guatemala,Guatemala,North America,Guatemala
188,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
189,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
190,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
191,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
192,2025-10-15,New Orleans,Colombia,Colombia,South America,Colombia
193,2025-10-15,Detroit,Romania,Romania,Europe,Romania
194,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
195,2025-10-15,New Orleans,El Salvador,El Salvador,North America,El Salvador
196,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
197,2025-10-15,New Orleans,Egypt,Egypt,Africa,Egypt
198,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
199,2025-10-15,San Francisco,Peru,Peru,South America,Peru
200,2025-10-15,New Orleans,Colombia,Colombia,South America,Colombia
201,2025-10-15,New York City,Ecuador,Ecuador,South America,Ecuador
202,2025-10-14,Atlanta,Honduras,Honduras,North America,Honduras
203,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
204,2025-10-15,Atlanta,Honduras,Honduras,North America,Honduras
205,2025-10-15,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
206,2025-07-08,Atlanta,Guatemala,Guatemala,North America,Guatemala
207,2025-10-15,New York City,"China, Peoples Republic Of",China,Asia,China
208,2025-06-19,Atlanta,Mexico,Mexico,North America,Mexico
209,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
210,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
211,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
212,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
213,2025-10-15,St. Paul,Guatemala,Guatemala,North America,Guatemala
214,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
215,2025-10-15,San Francisco,Venezuela,Venezuela,South America,Venezuela
216,2025-10-15,San Francisco,India,India,Asia,India
217,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
218,2025-10-15,Miami,Colombia,Colombia,South America,Colombia
219,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
220,2025-10-15,Newark,Nicaragua,Nicaragua,North America,Nicaragua
221,2025-10-15,Miami,Nicaragua,Nicaragua,North America,Nicaragua
222,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
223,2025-10-15,San Francisco,Morocco,Morocco,Africa,Morocco
224,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
225,2025-10-15,Miami,Dominican Republic,Dominican Republic,North America,Dominican Republic
226,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
227,2025-10-15,Seattle,Venezuela,Venezuela,South America,Venezuela
228,2025-10-15,Seattle,Guatemala,Guatemala,North America,Guatemala
229,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
230,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
231,2025-10-15,Seattle,Guatemala,Guatemala,North America,Guatemala
232,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
233,2025-10-15,Dallas,Colombia,Colombia,South America,Colombia
234,2025-10-15,Miami,India,India,Asia,India
235,2025-10-15,Philadelphia,Brazil,Brazil,South America,Brazil
236,2025-10-15,Philadelphia,Peru,Peru,South America,Peru
237,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
238,2025-10-15,New Orleans,Venezuela,Venezuela,South America,Venezuela
239,2025-10-15,Philadelphia,Venezuela,Venezuela,South America,Venezuela
240,2025-10-15,Philadelphia,Colombia,Colombia,South America,Colombia
241,2025-10-15,Dallas,Peru,Peru,South America,Peru
242,2025-10-15,Philadelphia,Venezuela,Venezuela,South America,Venezuela
243,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
244,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
245,2025-10-15,Houston,El Salvador,El Salvador,North America,El Salvador
246,2025-09-03,Denver,Cuba,Cuba,North America,Cuba
247,2025-10-15,Washington,Brazil,Brazil,South America,Brazil
248,2025-10-15,Dallas,Nicaragua,Nicaragua,North America,Nicaragua
249,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
250,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
251,2025-10-15,San Antonio,Mexico,Mexico,North America,Mexico
252,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
253,2025-10-15,Los Angeles,Guatemala,Guatemala,North America,Guatemala
254,2025-10-15,Washington,El Salvador,El Salvador,North America,El Salvador
255,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
256,2025-10-15,Washington,Guatemala,Guatemala,North America,Guatemala
257,2025-10-15,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
258,2025-10-15,Dallas,El Salvador,El Salvador,North America,El Salvador
259,2025-10-15,Philadelphia,Ecuador,Ecuador,South America,Ecuador
260,2025-10-15,Chicago,Honduras,Honduras,North America,Honduras
261,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
262,2025-10-15,San Francisco,Papua New Guinea,Papua New Guinea,Oceania,Papua New Guinea
263,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
264,2025-10-15,San Francisco,Russia,Russia,Asia,Russia
265,2025-10-15,Chicago,Ecuador,Ecuador,South America,Ecuador
266,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
267,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
268,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
269,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
270,2025-10-15,Seattle,Guatemala,Guatemala,North America,Guatemala
271,2025-10-15,Seattle,Guatemala,Guatemala,North America,Guatemala
272,2025-10-15,Los Angeles,Colombia,Colombia,South America,Colombia
273,2025-10-15,Los Angeles,Peru,Peru,South America,Peru
274,2025-10-15,New Orleans,Honduras,Honduras,North America,Honduras
275,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
276,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
277,2025-10-15,St. Paul,Ecuador,Ecuador,South America,Ecuador
278,2025-10-15,New York City,Peru,Peru,South America,Peru
279,2025-02-25,Washington,Peru,Peru,South America,Peru
280,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
281,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
282,2025-10-15,Chicago,Ecuador,Ecuador,South America,Ecuador
283,2025-10-15,Chicago,Guatemala,Guatemala,North America,Guatemala
284,2025-10-15,Philadelphia,Nicaragua,Nicaragua,North America,Nicaragua
285,2025-10-15,St. Paul,Colombia,Colombia,South America,Colombia
286,2025-10-15,Chicago,Peru,Peru,South America,Peru
287,2025-10-15,Philadelphia,Venezuela,Venezuela,South America,Venezuela
288,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
289,2025-10-15,Philadelphia,Guatemala,Guatemala,North America,Guatemala
290,2025-10-15,Dallas,El Salvador,El Salvador,North America,El Salvador
291,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
292,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
293,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
294,2025-10-15,Philadelphia,Russia,Russia,Asia,Russia
295,2025-10-15,Los Angeles,El Salvador,El Salvador,North America,El Salvador
296,2025-10-15,Seattle,Mexico,Mexico,North America,Mexico
297,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
298,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
299,2025-10-15,Boston,Mexico,Mexico,North America,Mexico
300,2025-10-15,Boston,Colombia,Colombia,South America,Colombia
301,2025-10-15,Newark,Guatemala,Guatemala,North America,Guatemala
302,2025-10-15,San Antonio,Colombia,Colombia,South America,Colombia
303,2025-10-15,New Orleans,Venezuela,Venezuela,South America,Venezuela
304,2025-10-15,Detroit,Mauritania,Mauritania,Africa,Mauritania
305,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
306,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
307,2025-10-15,Phoenix,Mexico,Mexico,North America,Mexico
308,2025-10-15,Chicago,El Salvador,El Salvador,North America,El Salvador
309,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
310,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
311,2025-10-15,Newark,Venezuela,Venezuela,South America,Venezuela
312,2025-10-15,Atlanta,Brazil,Brazil,South America,Brazil
313,2025-10-15,Philadelphia,Russia,Russia,Asia,Russia
314,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
315,2025-10-15,Philadelphia,Brazil,Brazil,South America,Brazil
316,2025-10-15,Houston,Honduras,Honduras,North America,Honduras
317,2025-10-15,Philadelphia,Peru,Peru,South America,Peru
318,2025-10-15,San Antonio,Cuba,Cuba,North America,Cuba
319,2025-10-15,Philadelphia,Uzbekistan,Uzbekistan,Asia,Uzbekistan
320,2025-10-15,Dallas,Rwanda,Rwanda,Africa,Rwanda
321,2025-10-15,Philadelphia,Ecuador,Ecuador,South America,Ecuador
322,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
323,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
324,2025-10-15,Philadelphia,Honduras,Honduras,North America,Honduras
325,2025-10-15,Miami,Venezuela,Venezuela,South America,Venezuela
326,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
327,2025-10-15,Miami,El Salvador,El Salvador,North America,El Salvador
328,2025-10-15,Philadelphia,Ecuador,Ecuador,South America,Ecuador
329,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
330,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
331,2025-10-15,New Orleans,Peru,Peru,South America,Peru
332,2025-10-14,Miami,Guatemala,Guatemala,North America,Guatemala
333,2025-10-15,Philadelphia,Guatemala,Guatemala,North America,Guatemala
334,2025-10-15,Philadelphia,Guatemala,Guatemala,North America,Guatemala
335,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
336,2025-10-15,Baltimore,Honduras,Honduras,North America,Honduras
337,2025-10-15,Chicago,Honduras,Honduras,North America,Honduras
338,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
339,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
340,2025-10-15,New Orleans,El Salvador,El Salvador,North America,El Salvador
341,2024-12-30,Harlingen,El Salvador,El Salvador,North America,El Salvador
342,2025-10-15,San Antonio,Venezuela,Venezuela,South America,Venezuela
343,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
344,2025-10-15,Philadelphia,Dominican Republic,Dominican Republic,North America,Dominican Republic
345,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
346,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
347,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
348,2025-10-15,Los Angeles,Venezuela,Venezuela,South America,Venezuela
349,2025-10-15,Atlanta,El Salvador,El Salvador,North America,El Salvador
350,2025-10-15,San Antonio,Cuba,Cuba,North America,Cuba
351,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
352,2025-10-15,San Antonio,Nicaragua,Nicaragua,North America,Nicaragua
353,2025-06-03,San Antonio,Mexico,Mexico,North America,Mexico
354,2025-10-15,Philadelphia,Mexico,Mexico,North America,Mexico
355,2025-10-15,New York City,Nicaragua,Nicaragua,North America,Nicaragua
356,2025-10-15,Dallas,Vietnam,Vietnam,Asia,Vietnam
357,2025-10-15,Dallas,Ecuador,Ecuador,South America,Ecuador
358,2025-10-15,New Orleans,Venezuela,Venezuela,South America,Venezuela
359,2025-10-15,Chicago,Mexico,Mexico,North America,Mexico
360,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
361,2025-10-14,Atlanta,Mexico,Mexico,North America,Mexico
362,2025-10-15,Dallas,Mexico,Mexico,North America,Mexico
363,2025-10-15,El Paso,Nigeria,Nigeria,Africa,Nigeria
364,2025-10-15,Houston,Mexico,Mexico,North America,Mexico
365,2024-12-30,Harlingen,Mexico,Mexico,North America,Mexico
366,2025-10-15,Atlanta,Laos,Laos,Asia,Laos
367,2025-10-15,Chicago,Colombia,Colombia,South America,Colombia
368,2025-10-15,Miami,Honduras,Honduras,North America,Honduras
369,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
370,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
371,2025-10-15,Atlanta,Guinea,Guinea,Africa,Guinea
372,2025-10-12,Atlanta,Mexico,Mexico,North America,Mexico
373,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
374,2025-10-15,Dallas,Honduras,Honduras,North America,Honduras
375,2025-10-15,Los Angeles,Unknown,Unknown,,
376,2025-10-14,Miami,Mexico,Mexico,North America,Mexico
377,2025-10-15,Boston,Mexico,Mexico,North America,Mexico
378,2025-10-09,El Paso,Guatemala,Guatemala,North America,Guatemala
379,2025-10-14,Miami,Mexico,Mexico,North America,Mexico
380,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
381,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
382,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
383,2025-08-25,Atlanta,Mexico,Mexico,North America,Mexico
384,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
385,2025-10-14,Atlanta,Mexico,Mexico,North America,Mexico
386,2025-10-13,Miami,Cuba,Cuba,North America,Cuba
387,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
388,2025-10-15,New York City,"China, Peoples Republic Of",China,Asia,China
389,2025-10-15,St. Paul,Mexico,Mexico,North America,Mexico
390,2025-10-15,Miami,Guatemala,Guatemala,North America,Guatemala
391,2025-10-15,San Antonio,Venezuela,Venezuela,South America,Venezuela
392,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
393,2025-10-15,New Orleans,Guatemala,Guatemala,North America,Guatemala
394,2025-10-15,Atlanta,Mexico,Mexico,North America,Mexico
395,2025-10-15,Miami,Mexico,Mexico,North America,Mexico
396,2025-10-15,Dallas,Venezuela,Venezuela,South America,Venezuela
397,2025-10-15,Boston,Guatemala,Guatemala,North America,Guatemala
398,2025-09-16,Detroit,Venezuela,Venezuela,South America,Venezuela
399,2025-10-15,Washington,Honduras,Honduras,North America,Honduras
400,2025-10-15,San Francisco,Colombia,Colombia,South America,Colombia
401,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
402,2025-10-15,Detroit,Venezuela,Venezuela,South America,Venezuela
403,2025-10-15,Chicago,Venezuela,Venezuela,South America,Venezuela
404,2025-10-15,New Orleans,Mexico,Mexico,North America,Mexico
405,2025-10-15,Detroit,Guatemala,Guatemala,North America,Guatemala
406,2025-10-15,Atlanta,Guatemala,Guatemala,North America,Guatemala
407,2025-10-15,New York City,"China, Peoples Republic Of",China,Asia,China
408,2025-10-14,Miami,Guatemala,Guatemala,North America,Guatemala
409,2025-10-15,Detroit,Mexico,Mexico,North America,Mexico
410,2025-10-15,Dallas,Honduras,Honduras,North America,Honduras
411,2025-10-15,Detroit,Venezuela,Venezuela,South America,Venezuela
412,2025-09-09,Detroit,Venezuela,Venezuela,South America,Venezuela
413,2025-10-15,Detroit,Venezuela,Venezuela,South America,Venezuela
414,2025-10-15,Atlanta,El Salvador,El Salvador,North America,El Salvador
