,Apprehension Date,Apprehension AOR,citizenship_country,citizenship_country_cleaned,Continent,Country
77777,2025-07-26,Miami,Nicaragua,Nicaragua,North America,Nicaragua
77778,2025-05-14,Boston,Brazil,Brazil,South America,Brazil
77779,2025-05-28,Miami,Peru,Peru,South America,Peru
77780,2025-07-27,Denver,Nicaragua,Nicaragua,North America,Nicaragua
77781,2025-01-23,Miami,United Kingdom,United Kingdom,Europe,United Kingdom
77782,2025-06-06,Boston,Brazil,Brazil,South America,Brazil
77783,2025-07-28,Miami,Guatemala,Guatemala,North America,Guatemala
77784,2025-07-27,Miami,Guatemala,Guatemala,North America,Guatemala
77785,2025-07-27,Detroit,Honduras,Honduras,North America,Honduras
77786,2025-07-27,New York City,Honduras,Honduras,North America,Honduras
77787,2025-07-27,Washington,Venezuela,Venezuela,South America,Venezuela
77788,2025-07-27,Detroit,Venezuela,Venezuela,South America,Venezuela
77789,2025-07-27,Detroit,Mexico,Mexico,North America,Mexico
77790,2025-07-27,New Orleans,El Salvador,El Salvador,North America,El Salvador
77791,2025-07-27,New Orleans,Chad,Chad,Africa,Chad
77792,2025-07-27,St. Paul,Honduras,Honduras,North America,Honduras
77793,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77794,2025-07-27,Houston,Mexico,Mexico,North America,Mexico
77795,2025-07-27,Phoenix,Honduras,Honduras,North America,Honduras
77796,2025-07-27,Chicago,Mexico,Mexico,North America,Mexico
77797,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77798,2025-07-27,Phoenix,Colombia,Colombia,South America,Colombia
77799,2025-07-27,St. Paul,Nicaragua,Nicaragua,North America,Nicaragua
77800,2025-08-04,Atlanta,Canada,Canada,North America,Canada
77801,2025-07-27,Newark,El Salvador,El Salvador,North America,El Salvador
77802,2025-07-27,New York City,Honduras,Honduras,North America,Honduras
77803,2025-07-27,Miami,Colombia,Colombia,South America,Colombia
77804,2025-07-27,Miami,Guatemala,Guatemala,North America,Guatemala
77805,2025-07-27,Houston,Guatemala,Guatemala,North America,Guatemala
77806,2025-07-27,New York City,Honduras,Honduras,North America,Honduras
77807,2025-07-27,New York City,El Salvador,El Salvador,North America,El Salvador
77808,2025-07-27,New York City,Mexico,Mexico,North America,Mexico
77809,2025-07-27,Buffalo,Bangladesh,Bangladesh,Asia,Bangladesh
77810,2025-07-27,St. Paul,Honduras,Honduras,North America,Honduras
77811,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77812,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77813,2025-07-27,Chicago,Mexico,Mexico,North America,Mexico
77814,2025-07-27,Philadelphia,Venezuela,Venezuela,South America,Venezuela
77815,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77816,2025-07-27,Newark,Argentina,Argentina,South America,Argentina
77817,2025-07-27,Buffalo,Ecuador,Ecuador,South America,Ecuador
77818,2025-07-27,Buffalo,Ecuador,Ecuador,South America,Ecuador
77819,2025-07-27,Newark,Guatemala,Guatemala,North America,Guatemala
77820,2025-07-27,Chicago,Guatemala,Guatemala,North America,Guatemala
77821,2025-07-27,San Francisco,Uzbekistan,Uzbekistan,Asia,Uzbekistan
77822,2025-07-27,San Francisco,Peru,Peru,South America,Peru
77823,2025-07-27,Houston,Honduras,Honduras,North America,Honduras
77824,2025-07-27,Chicago,Mexico,Mexico,North America,Mexico
77825,2025-07-27,Atlanta,Honduras,Honduras,North America,Honduras
77826,2025-07-27,Chicago,Mexico,Mexico,North America,Mexico
77827,2025-07-27,Houston,Honduras,Honduras,North America,Honduras
