aor_nam,Apprehension Date,arrests,week_rolling_avg,Administration
Detroit,2017-01-17,10,8.0,Trump 1.0
Detroit,2017-01-18,20,9.0,Trump 1.0
Detroit,2017-01-19,9,8.0,Trump 1.0
Detroit,2017-01-20,8,8.0,Trump 1.0
Detroit,2017-01-23,9,8.0,Trump 1.0
Detroit,2017-01-24,10,10.0,Trump 1.0
Detroit,2017-01-25,9,11.0,Trump 1.0
Detroit,2017-01-26,11,11.0,Trump 1.0
Detroit,2017-01-27,7,9.0,Trump 1.0
Detroit,2017-01-29,2,8.0,Trump 1.0
Detroit,2017-01-30,13,9.0,Trump 1.0
Detroit,2017-01-31,11,9.0,Trump 1.0
Detroit,2017-02-01,8,9.0,Trump 1.0
Detroit,2017-02-02,14,9.0,Trump 1.0
Detroit,2017-02-03,12,10.0,Trump 1.0
Detroit,2017-02-04,2,9.0,Trump 1.0
Detroit,2017-02-05,1,9.0,Trump 1.0
Detroit,2017-02-06,17,9.0,Trump 1.0
Detroit,2017-02-07,14,10.0,Trump 1.0
Detroit,2017-02-08,19,11.0,Trump 1.0
Detroit,2017-02-09,18,12.0,Trump 1.0
Detroit,2017-02-10,5,11.0,Trump 1.0
Detroit,2017-02-11,2,11.0,Trump 1.0
Detroit,2017-02-13,10,12.0,Trump 1.0
Detroit,2017-02-14,13,12.0,Trump 1.0
Detroit,2017-02-15,11,11.0,Trump 1.0
Detroit,2017-02-16,8,10.0,Trump 1.0
Detroit,2017-02-17,15,9.0,Trump 1.0
Detroit,2017-02-20,1,9.0,Trump 1.0
Detroit,2017-02-21,7,9.0,Trump 1.0
Detroit,2017-02-22,18,10.0,Trump 1.0
Detroit,2017-02-23,11,10.0,Trump 1.0
Detroit,2017-02-24,7,10.0,Trump 1.0
Detroit,2017-02-27,9,10.0,Trump 1.0
Detroit,2017-02-28,16,10.0,Trump 1.0
Detroit,2017-03-01,10,11.0,Trump 1.0
Detroit,2017-03-02,10,12.0,Trump 1.0
Detroit,2017-03-03,8,10.0,Trump 1.0
Detroit,2017-03-04,2,9.0,Trump 1.0
Detroit,2017-03-05,14,10.0,Trump 1.0
Detroit,2017-03-06,14,11.0,Trump 1.0
Detroit,2017-03-07,14,10.0,Trump 1.0
Detroit,2017-03-08,11,10.0,Trump 1.0
Detroit,2017-03-09,11,11.0,Trump 1.0
Detroit,2017-03-10,16,12.0,Trump 1.0
Detroit,2017-03-12,1,12.0,Trump 1.0
Detroit,2017-03-13,6,10.0,Trump 1.0
Detroit,2017-03-14,16,11.0,Trump 1.0
Detroit,2017-03-15,15,11.0,Trump 1.0
Detroit,2017-03-16,14,11.0,Trump 1.0
Detroit,2017-03-17,7,11.0,Trump 1.0
Detroit,2017-03-18,1,9.0,Trump 1.0
Detroit,2017-03-20,9,10.0,Trump 1.0
Detroit,2017-03-21,20,12.0,Trump 1.0
Detroit,2017-03-22,12,11.0,Trump 1.0
Detroit,2017-03-23,15,11.0,Trump 1.0
Detroit,2017-03-24,11,11.0,Trump 1.0
Detroit,2017-03-26,1,10.0,Trump 1.0
Detroit,2017-03-27,12,11.0,Trump 1.0
Detroit,2017-03-28,10,12.0,Trump 1.0
Detroit,2017-03-29,11,10.0,Trump 1.0
Detroit,2017-03-30,6,9.0,Trump 1.0
Detroit,2017-03-31,7,8.0,Trump 1.0
Detroit,2017-04-02,2,7.0,Trump 1.0
Detroit,2017-04-03,14,9.0,Trump 1.0
Detroit,2017-04-04,10,9.0,Trump 1.0
Detroit,2017-04-05,13,9.0,Trump 1.0
Detroit,2017-04-06,11,9.0,Trump 1.0
Detroit,2017-04-07,14,10.0,Trump 1.0
Detroit,2017-04-10,11,11.0,Trump 1.0
Detroit,2017-04-11,20,13.0,Trump 1.0
Detroit,2017-04-12,18,14.0,Trump 1.0
Detroit,2017-04-13,12,14.0,Trump 1.0
Detroit,2017-04-14,10,14.0,Trump 1.0
Detroit,2017-04-17,8,13.0,Trump 1.0
Detroit,2017-04-18,22,14.0,Trump 1.0
Detroit,2017-04-19,11,14.0,Trump 1.0
Detroit,2017-04-20,9,13.0,Trump 1.0
Detroit,2017-04-21,10,12.0,Trump 1.0
Detroit,2017-04-23,1,10.0,Trump 1.0
Detroit,2017-04-24,12,10.0,Trump 1.0
Detroit,2017-04-25,18,12.0,Trump 1.0
Detroit,2017-04-26,11,10.0,Trump 1.0
Detroit,2017-04-27,4,9.0,Trump 1.0
Detroit,2017-04-28,6,9.0,Trump 1.0
Detroit,2017-04-29,2,8.0,Trump 1.0
Detroit,2017-05-01,16,10.0,Trump 1.0
Detroit,2017-05-02,16,10.0,Trump 1.0
Detroit,2017-05-03,14,10.0,Trump 1.0
Detroit,2017-05-04,13,10.0,Trump 1.0
Detroit,2017-05-05,10,11.0,Trump 1.0
Detroit,2017-05-08,13,12.0,Trump 1.0
Detroit,2017-05-09,19,14.0,Trump 1.0
Detroit,2017-05-10,16,14.0,Trump 1.0
Detroit,2017-05-11,12,14.0,Trump 1.0
Detroit,2017-05-12,9,13.0,Trump 1.0
Detroit,2017-05-15,12,13.0,Trump 1.0
Detroit,2017-05-16,16,14.0,Trump 1.0
Detroit,2017-05-17,11,14.0,Trump 1.0
Detroit,2017-05-18,16,13.0,Trump 1.0
Detroit,2017-05-19,11,12.0,Trump 1.0
Detroit,2017-05-20,1,11.0,Trump 1.0
Detroit,2017-05-21,7,11.0,Trump 1.0
Detroit,2017-05-22,19,12.0,Trump 1.0
Detroit,2017-05-23,16,12.0,Trump 1.0
Detroit,2017-05-24,16,12.0,Trump 1.0
Detroit,2017-05-25,11,12.0,Trump 1.0
Detroit,2017-05-26,10,11.0,Trump 1.0
Detroit,2017-05-28,2,12.0,Trump 1.0
Detroit,2017-05-29,4,11.0,Trump 1.0
Detroit,2017-05-30,14,10.0,Trump 1.0
Detroit,2017-05-31,13,10.0,Trump 1.0
Detroit,2017-06-01,14,10.0,Trump 1.0
Detroit,2017-06-02,11,10.0,Trump 1.0
Detroit,2017-06-03,1,8.0,Trump 1.0
Detroit,2017-06-05,12,10.0,Trump 1.0
Detroit,2017-06-06,21,12.0,Trump 1.0
Detroit,2017-06-07,7,11.0,Trump 1.0
Detroit,2017-06-08,14,11.0,Trump 1.0
Detroit,2017-06-09,14,11.0,Trump 1.0
Detroit,2017-06-11,100,24.0,Trump 1.0
Detroit,2017-06-12,17,26.0,Trump 1.0
Detroit,2017-06-13,21,28.0,Trump 1.0
Detroit,2017-06-14,19,27.0,Trump 1.0
Detroit,2017-06-15,18,29.0,Trump 1.0
Detroit,2017-06-16,9,28.0,Trump 1.0
Detroit,2017-06-19,14,28.0,Trump 1.0
Detroit,2017-06-20,14,16.0,Trump 1.0
Detroit,2017-06-21,8,15.0,Trump 1.0
Detroit,2017-06-22,16,14.0,Trump 1.0
Detroit,2017-06-23,15,13.0,Trump 1.0
Detroit,2017-06-25,2,11.0,Trump 1.0
Detroit,2017-06-26,15,12.0,Trump 1.0
Detroit,2017-06-27,17,12.0,Trump 1.0
Detroit,2017-06-28,19,13.0,Trump 1.0
Detroit,2017-06-29,14,14.0,Trump 1.0
Detroit,2017-06-30,6,13.0,Trump 1.0
Detroit,2017-07-01,1,11.0,Trump 1.0
Detroit,2017-07-03,4,11.0,Trump 1.0
Detroit,2017-07-04,1,9.0,Trump 1.0
Detroit,2017-07-05,10,8.0,Trump 1.0
Detroit,2017-07-06,13,7.0,Trump 1.0
Detroit,2017-07-07,11,7.0,Trump 1.0
Detroit,2017-07-09,2,6.0,Trump 1.0
Detroit,2017-07-10,12,8.0,Trump 1.0
Detroit,2017-07-11,22,10.0,Trump 1.0
Detroit,2017-07-12,21,13.0,Trump 1.0
Detroit,2017-07-13,22,15.0,Trump 1.0
Detroit,2017-07-14,10,14.0,Trump 1.0
Detroit,2017-07-17,13,15.0,Trump 1.0
Detroit,2017-07-18,17,17.0,Trump 1.0
Detroit,2017-07-19,10,16.0,Trump 1.0
Detroit,2017-07-20,12,15.0,Trump 1.0
Detroit,2017-07-21,6,13.0,Trump 1.0
Detroit,2017-07-23,6,11.0,Trump 1.0
Detroit,2017-07-24,18,12.0,Trump 1.0
Detroit,2017-07-25,20,13.0,Trump 1.0
Detroit,2017-07-26,11,12.0,Trump 1.0
Detroit,2017-07-27,14,12.0,Trump 1.0
Detroit,2017-07-28,12,12.0,Trump 1.0
Detroit,2017-07-29,1,12.0,Trump 1.0
Detroit,2017-07-30,12,13.0,Trump 1.0
Detroit,2017-07-31,18,13.0,Trump 1.0
Detroit,2017-08-01,22,13.0,Trump 1.0
Detroit,2017-08-02,11,13.0,Trump 1.0
Detroit,2017-08-03,7,12.0,Trump 1.0
Detroit,2017-08-04,12,12.0,Trump 1.0
Detroit,2017-08-05,1,12.0,Trump 1.0
Detroit,2017-08-07,9,11.0,Trump 1.0
Detroit,2017-08-08,15,11.0,Trump 1.0
Detroit,2017-08-09,10,9.0,Trump 1.0
Detroit,2017-08-10,12,9.0,Trump 1.0
Detroit,2017-08-11,8,10.0,Trump 1.0
Detroit,2017-08-13,1,8.0,Trump 1.0
Detroit,2017-08-14,12,10.0,Trump 1.0
Detroit,2017-08-15,35,13.0,Trump 1.0
Detroit,2017-08-16,14,13.0,Trump 1.0
Detroit,2017-08-17,19,14.0,Trump 1.0
Detroit,2017-08-18,16,15.0,Trump 1.0
Detroit,2017-08-19,1,14.0,Trump 1.0
Detroit,2017-08-20,1,14.0,Trump 1.0
Detroit,2017-08-21,11,14.0,Trump 1.0
Detroit,2017-08-22,17,11.0,Trump 1.0
Detroit,2017-08-23,18,12.0,Trump 1.0
Detroit,2017-08-24,11,11.0,Trump 1.0
Detroit,2017-08-25,10,10.0,Trump 1.0
Detroit,2017-08-26,1,10.0,Trump 1.0
Detroit,2017-08-28,21,13.0,Trump 1.0
Detroit,2017-08-29,16,13.0,Trump 1.0
Detroit,2017-08-30,11,13.0,Trump 1.0
Detroit,2017-08-31,9,11.0,Trump 1.0
Detroit,2017-09-01,7,11.0,Trump 1.0
Detroit,2017-09-02,1,9.0,Trump 1.0
Detroit,2017-09-04,3,10.0,Trump 1.0
Detroit,2017-09-05,12,8.0,Trump 1.0
Detroit,2017-09-06,7,7.0,Trump 1.0
Detroit,2017-09-07,9,7.0,Trump 1.0
Detroit,2017-09-08,8,7.0,Trump 1.0
Detroit,2017-09-11,8,7.0,Trump 1.0
Detroit,2017-09-12,20,10.0,Trump 1.0
Detroit,2017-09-13,10,11.0,Trump 1.0
Detroit,2017-09-14,31,13.0,Trump 1.0
Detroit,2017-09-15,13,14.0,Trump 1.0
Detroit,2017-09-16,1,13.0,Trump 1.0
Detroit,2017-09-17,10,13.0,Trump 1.0
Detroit,2017-09-18,22,15.0,Trump 1.0
Detroit,2017-09-19,27,16.0,Trump 1.0
Detroit,2017-09-20,25,18.0,Trump 1.0
Detroit,2017-09-21,9,15.0,Trump 1.0
Detroit,2017-09-22,16,16.0,Trump 1.0
Detroit,2017-09-24,2,16.0,Trump 1.0
Detroit,2017-09-25,19,17.0,Trump 1.0
Detroit,2017-09-26,21,17.0,Trump 1.0
Detroit,2017-09-27,20,16.0,Trump 1.0
Detroit,2017-09-28,11,14.0,Trump 1.0
Detroit,2017-09-29,13,15.0,Trump 1.0
Detroit,2017-10-01,1,12.0,Trump 1.0
Detroit,2017-10-02,11,14.0,Trump 1.0
Detroit,2017-10-03,10,12.0,Trump 1.0
Detroit,2017-10-04,12,11.0,Trump 1.0
Detroit,2017-10-05,21,11.0,Trump 1.0
Detroit,2017-10-06,12,11.0,Trump 1.0
Detroit,2017-10-09,2,10.0,Trump 1.0
Detroit,2017-10-10,19,12.0,Trump 1.0
Detroit,2017-10-11,13,13.0,Trump 1.0
Detroit,2017-10-12,15,13.0,Trump 1.0
Detroit,2017-10-13,7,13.0,Trump 1.0
Detroit,2017-10-16,12,11.0,Trump 1.0
Detroit,2017-10-17,14,12.0,Trump 1.0
Detroit,2017-10-18,12,13.0,Trump 1.0
Detroit,2017-10-19,6,11.0,Trump 1.0
Detroit,2017-10-20,10,11.0,Trump 1.0
Detroit,2017-10-21,2,9.0,Trump 1.0
Detroit,2017-10-22,1,8.0,Trump 1.0
Detroit,2017-10-23,7,7.0,Trump 1.0
Detroit,2017-10-24,18,8.0,Trump 1.0
Detroit,2017-10-25,13,8.0,Trump 1.0
Detroit,2017-10-26,11,9.0,Trump 1.0
Detroit,2017-10-27,6,8.0,Trump 1.0
Detroit,2017-10-29,1,8.0,Trump 1.0
Detroit,2017-10-30,5,9.0,Trump 1.0
Detroit,2017-10-31,10,9.0,Trump 1.0
Detroit,2017-11-01,7,8.0,Trump 1.0
Detroit,2017-11-02,16,8.0,Trump 1.0
Detroit,2017-11-03,16,9.0,Trump 1.0
Detroit,2017-11-04,2,8.0,Trump 1.0
Detroit,2017-11-05,1,8.0,Trump 1.0
Detroit,2017-11-06,14,9.0,Trump 1.0
Detroit,2017-11-07,18,11.0,Trump 1.0
Detroit,2017-11-08,23,13.0,Trump 1.0
Detroit,2017-11-09,8,12.0,Trump 1.0
Detroit,2017-11-10,2,10.0,Trump 1.0
Detroit,2017-11-13,10,11.0,Trump 1.0
Detroit,2017-11-14,11,12.0,Trump 1.0
Detroit,2017-11-15,22,13.0,Trump 1.0
Detroit,2017-11-16,4,11.0,Trump 1.0
Detroit,2017-11-17,8,9.0,Trump 1.0
Detroit,2017-11-20,16,10.0,Trump 1.0
Detroit,2017-11-21,16,12.0,Trump 1.0
Detroit,2017-11-22,13,13.0,Trump 1.0
Detroit,2017-11-23,1,11.0,Trump 1.0
Detroit,2017-11-24,6,9.0,Trump 1.0
Detroit,2017-11-26,1,9.0,Trump 1.0
Detroit,2017-11-27,8,9.0,Trump 1.0
Detroit,2017-11-28,8,8.0,Trump 1.0
Detroit,2017-11-29,17,8.0,Trump 1.0
Detroit,2017-11-30,15,8.0,Trump 1.0
Detroit,2017-12-01,4,8.0,Trump 1.0
Detroit,2017-12-02,2,8.0,Trump 1.0
Detroit,2017-12-03,8,9.0,Trump 1.0
Detroit,2017-12-04,21,11.0,Trump 1.0
Detroit,2017-12-05,24,13.0,Trump 1.0
Detroit,2017-12-06,18,13.0,Trump 1.0
Detroit,2017-12-07,10,12.0,Trump 1.0
Detroit,2017-12-08,6,13.0,Trump 1.0
Detroit,2017-12-10,1,13.0,Trump 1.0
Detroit,2017-12-11,12,13.0,Trump 1.0
Detroit,2017-12-12,24,14.0,Trump 1.0
Detroit,2017-12-13,15,12.0,Trump 1.0
Detroit,2017-12-14,13,12.0,Trump 1.0
Detroit,2017-12-15,14,12.0,Trump 1.0
Detroit,2017-12-16,1,11.0,Trump 1.0
Detroit,2017-12-17,3,12.0,Trump 1.0
Detroit,2017-12-18,12,12.0,Trump 1.0
Detroit,2017-12-19,10,10.0,Trump 1.0
Detroit,2017-12-20,13,9.0,Trump 1.0
Detroit,2017-12-21,12,9.0,Trump 1.0
Detroit,2017-12-22,7,8.0,Trump 1.0
Detroit,2017-12-24,2,8.0,Trump 1.0
Detroit,2017-12-26,5,9.0,Trump 1.0
Detroit,2017-12-27,6,8.0,Trump 1.0
Detroit,2017-12-28,13,8.0,Trump 1.0
Detroit,2017-12-29,5,7.0,Trump 1.0
Detroit,2018-01-02,7,6.0,Trump 1.0
Detroit,2018-01-03,13,7.0,Trump 1.0
Detroit,2018-01-04,20,10.0,Trump 1.0
Detroit,2018-01-05,11,11.0,Trump 1.0
Detroit,2018-01-08,6,11.0,Trump 1.0
Detroit,2018-01-09,17,11.0,Trump 1.0
Detroit,2018-01-10,20,13.0,Trump 1.0
Detroit,2018-01-11,14,14.0,Trump 1.0
Detroit,2018-01-12,2,13.0,Trump 1.0
Detroit,2018-01-13,2,10.0,Trump 1.0
Detroit,2018-01-14,2,9.0,Trump 1.0
Detroit,2018-01-15,1,8.0,Trump 1.0
Detroit,2018-01-16,16,8.0,Trump 1.0
Detroit,2018-01-17,26,9.0,Trump 1.0
Detroit,2018-01-18,11,9.0,Trump 1.0
Detroit,2018-01-19,10,10.0,Trump 1.0
Detroit,2018-01-20,1,10.0,Trump 1.0
Detroit,2018-01-22,14,11.0,Trump 1.0
Detroit,2018-01-23,26,15.0,Trump 1.0
Detroit,2018-01-24,22,16.0,Trump 1.0
Detroit,2018-01-25,14,14.0,Trump 1.0
Detroit,2018-01-26,24,16.0,Trump 1.0
Detroit,2018-01-27,1,15.0,Trump 1.0
Detroit,2018-01-29,12,16.0,Trump 1.0
Detroit,2018-01-30,14,16.0,Trump 1.0
Detroit,2018-01-31,13,14.0,Trump 1.0
Detroit,2018-02-01,19,14.0,Trump 1.0
Detroit,2018-02-02,16,14.0,Trump 1.0
Detroit,2018-02-05,13,13.0,Trump 1.0
Detroit,2018-02-06,17,15.0,Trump 1.0
Detroit,2018-02-07,12,15.0,Trump 1.0
Detroit,2018-02-08,8,14.0,Trump 1.0
Detroit,2018-02-09,12,14.0,Trump 1.0
Detroit,2018-02-10,1,11.0,Trump 1.0
Detroit,2018-02-11,3,9.0,Trump 1.0
Detroit,2018-02-12,13,9.0,Trump 1.0
Detroit,2018-02-13,15,9.0,Trump 1.0
Detroit,2018-02-14,24,11.0,Trump 1.0
Detroit,2018-02-15,9,11.0,Trump 1.0
Detroit,2018-02-16,11,11.0,Trump 1.0
Detroit,2018-02-18,1,11.0,Trump 1.0
Detroit,2018-02-20,13,12.0,Trump 1.0
Detroit,2018-02-21,12,12.0,Trump 1.0
Detroit,2018-02-22,15,12.0,Trump 1.0
Detroit,2018-02-23,14,11.0,Trump 1.0
Detroit,2018-02-25,5,10.0,Trump 1.0
Detroit,2018-02-26,19,11.0,Trump 1.0
Detroit,2018-02-27,20,14.0,Trump 1.0
Detroit,2018-02-28,8,13.0,Trump 1.0
Detroit,2018-03-01,13,13.0,Trump 1.0
Detroit,2018-03-02,8,12.0,Trump 1.0
Detroit,2018-03-03,1,11.0,Trump 1.0
Detroit,2018-03-04,2,10.0,Trump 1.0
Detroit,2018-03-05,17,10.0,Trump 1.0
Detroit,2018-03-06,7,8.0,Trump 1.0
Detroit,2018-03-07,17,9.0,Trump 1.0
Detroit,2018-03-09,7,8.0,Trump 1.0
Detroit,2018-03-12,10,9.0,Trump 1.0
Detroit,2018-03-13,19,11.0,Trump 1.0
Detroit,2018-03-14,12,13.0,Trump 1.0
Detroit,2018-03-15,23,14.0,Trump 1.0
Detroit,2018-03-16,12,14.0,Trump 1.0
Detroit,2018-03-19,14,14.0,Trump 1.0
Detroit,2018-03-20,22,16.0,Trump 1.0
Detroit,2018-03-21,11,16.0,Trump 1.0
Detroit,2018-03-22,14,15.0,Trump 1.0
Detroit,2018-03-23,6,15.0,Trump 1.0
Detroit,2018-03-25,10,13.0,Trump 1.0
Detroit,2018-03-26,8,12.0,Trump 1.0
Detroit,2018-03-27,7,11.0,Trump 1.0
Detroit,2018-03-28,7,9.0,Trump 1.0
Detroit,2018-03-29,13,9.0,Trump 1.0
Detroit,2018-03-30,8,8.0,Trump 1.0
Detroit,2018-04-01,1,8.0,Trump 1.0
Detroit,2018-04-02,6,7.0,Trump 1.0
Detroit,2018-04-03,6,7.0,Trump 1.0
Detroit,2018-04-04,12,8.0,Trump 1.0
Detroit,2018-04-05,13,8.0,Trump 1.0
Detroit,2018-04-06,4,7.0,Trump 1.0
Detroit,2018-04-08,1,6.0,Trump 1.0
Detroit,2018-04-09,9,7.0,Trump 1.0
Detroit,2018-04-10,15,9.0,Trump 1.0
Detroit,2018-04-11,8,9.0,Trump 1.0
Detroit,2018-04-12,12,9.0,Trump 1.0
Detroit,2018-04-13,17,9.0,Trump 1.0
Detroit,2018-04-16,16,11.0,Trump 1.0
Detroit,2018-04-17,12,13.0,Trump 1.0
Detroit,2018-04-18,16,14.0,Trump 1.0
Detroit,2018-04-19,11,13.0,Trump 1.0
Detroit,2018-04-20,12,14.0,Trump 1.0
Detroit,2018-04-21,1,12.0,Trump 1.0
Detroit,2018-04-23,6,11.0,Trump 1.0
Detroit,2018-04-24,24,12.0,Trump 1.0
Detroit,2018-04-25,20,13.0,Trump 1.0
Detroit,2018-04-26,11,12.0,Trump 1.0
Detroit,2018-04-27,5,11.0,Trump 1.0
Detroit,2018-04-30,9,11.0,Trump 1.0
Detroit,2018-05-01,23,14.0,Trump 1.0
Detroit,2018-05-02,25,17.0,Trump 1.0
Detroit,2018-05-03,16,16.0,Trump 1.0
Detroit,2018-05-04,16,15.0,Trump 1.0
Detroit,2018-05-05,1,14.0,Trump 1.0
Detroit,2018-05-07,13,15.0,Trump 1.0
Detroit,2018-05-08,11,15.0,Trump 1.0
Detroit,2018-05-09,13,14.0,Trump 1.0
Detroit,2018-05-10,20,13.0,Trump 1.0
Detroit,2018-05-11,4,11.0,Trump 1.0
Detroit,2018-05-14,11,10.0,Trump 1.0
Detroit,2018-05-15,25,14.0,Trump 1.0
Detroit,2018-05-16,13,14.0,Trump 1.0
Detroit,2018-05-17,14,14.0,Trump 1.0
Detroit,2018-05-18,7,13.0,Trump 1.0
Detroit,2018-05-20,2,11.0,Trump 1.0
Detroit,2018-05-21,10,12.0,Trump 1.0
Detroit,2018-05-22,13,12.0,Trump 1.0
Detroit,2018-05-23,17,11.0,Trump 1.0
Detroit,2018-05-24,16,11.0,Trump 1.0
Detroit,2018-05-25,7,10.0,Trump 1.0
Detroit,2018-05-28,2,10.0,Trump 1.0
Detroit,2018-05-29,17,12.0,Trump 1.0
Detroit,2018-05-30,18,13.0,Trump 1.0
Detroit,2018-05-31,20,14.0,Trump 1.0
Detroit,2018-06-01,6,12.0,Trump 1.0
Detroit,2018-06-04,7,11.0,Trump 1.0
Detroit,2018-06-05,13,12.0,Trump 1.0
Detroit,2018-06-06,16,14.0,Trump 1.0
Detroit,2018-06-07,17,14.0,Trump 1.0
Detroit,2018-06-08,7,12.0,Trump 1.0
Detroit,2018-06-09,1,10.0,Trump 1.0
Detroit,2018-06-10,1,9.0,Trump 1.0
Detroit,2018-06-11,19,11.0,Trump 1.0
Detroit,2018-06-12,18,11.0,Trump 1.0
Detroit,2018-06-13,17,11.0,Trump 1.0
Detroit,2018-06-14,15,11.0,Trump 1.0
Detroit,2018-06-15,6,11.0,Trump 1.0
Detroit,2018-06-18,9,12.0,Trump 1.0
Detroit,2018-06-19,10,13.0,Trump 1.0
Detroit,2018-06-20,5,11.0,Trump 1.0
Detroit,2018-06-21,9,10.0,Trump 1.0
Detroit,2018-06-22,9,9.0,Trump 1.0
Detroit,2018-06-23,1,7.0,Trump 1.0
Detroit,2018-06-24,1,6.0,Trump 1.0
Detroit,2018-06-25,15,7.0,Trump 1.0
Detroit,2018-06-26,8,7.0,Trump 1.0
Detroit,2018-06-27,17,9.0,Trump 1.0
Detroit,2018-06-28,14,9.0,Trump 1.0
Detroit,2018-06-29,4,9.0,Trump 1.0
Detroit,2018-06-30,3,9.0,Trump 1.0
Detroit,2018-07-02,6,10.0,Trump 1.0
Detroit,2018-07-03,13,9.0,Trump 1.0
Detroit,2018-07-04,2,8.0,Trump 1.0
Detroit,2018-07-05,17,8.0,Trump 1.0
Detroit,2018-07-06,14,8.0,Trump 1.0
Detroit,2018-07-09,14,10.0,Trump 1.0
Detroit,2018-07-10,8,11.0,Trump 1.0
Detroit,2018-07-11,15,12.0,Trump 1.0
Detroit,2018-07-12,27,14.0,Trump 1.0
Detroit,2018-07-13,10,15.0,Trump 1.0
Detroit,2018-07-14,1,13.0,Trump 1.0
Detroit,2018-07-16,21,14.0,Trump 1.0
Detroit,2018-07-17,21,15.0,Trump 1.0
Detroit,2018-07-18,21,17.0,Trump 1.0
Detroit,2018-07-19,32,19.0,Trump 1.0
Detroit,2018-07-20,8,16.0,Trump 1.0
Detroit,2018-07-21,2,15.0,Trump 1.0
Detroit,2018-07-22,1,15.0,Trump 1.0
Detroit,2018-07-23,12,14.0,Trump 1.0
Detroit,2018-07-24,14,13.0,Trump 1.0
Detroit,2018-07-25,11,11.0,Trump 1.0
Detroit,2018-07-26,16,9.0,Trump 1.0
Detroit,2018-07-27,10,9.0,Trump 1.0
Detroit,2018-07-30,9,10.0,Trump 1.0
Detroit,2018-07-31,17,13.0,Trump 1.0
Detroit,2018-08-01,8,12.0,Trump 1.0
Detroit,2018-08-02,19,13.0,Trump 1.0
Detroit,2018-08-03,15,13.0,Trump 1.0
Detroit,2018-08-06,11,13.0,Trump 1.0
Detroit,2018-08-07,13,13.0,Trump 1.0
Detroit,2018-08-08,18,14.0,Trump 1.0
Detroit,2018-08-09,15,14.0,Trump 1.0
Detroit,2018-08-10,14,15.0,Trump 1.0
Detroit,2018-08-11,1,12.0,Trump 1.0
Detroit,2018-08-12,1,10.0,Trump 1.0
Detroit,2018-08-13,12,11.0,Trump 1.0
Detroit,2018-08-14,14,11.0,Trump 1.0
Detroit,2018-08-15,14,10.0,Trump 1.0
Detroit,2018-08-16,10,9.0,Trump 1.0
Detroit,2018-08-17,12,9.0,Trump 1.0
Detroit,2018-08-18,5,10.0,Trump 1.0
Detroit,2018-08-20,15,12.0,Trump 1.0
Detroit,2018-08-21,12,12.0,Trump 1.0
Detroit,2018-08-22,10,11.0,Trump 1.0
Detroit,2018-08-23,14,11.0,Trump 1.0
Detroit,2018-08-24,7,11.0,Trump 1.0
Detroit,2018-08-25,1,9.0,Trump 1.0
Detroit,2018-08-26,5,9.0,Trump 1.0
Detroit,2018-08-27,7,8.0,Trump 1.0
Detroit,2018-08-28,19,9.0,Trump 1.0
Detroit,2018-08-29,17,10.0,Trump 1.0
Detroit,2018-08-30,20,11.0,Trump 1.0
Detroit,2018-08-31,11,11.0,Trump 1.0
Detroit,2018-09-03,1,11.0,Trump 1.0
Detroit,2018-09-04,6,12.0,Trump 1.0
Detroit,2018-09-05,9,12.0,Trump 1.0
Detroit,2018-09-06,23,12.0,Trump 1.0
Detroit,2018-09-07,9,11.0,Trump 1.0
Detroit,2018-09-08,1,9.0,Trump 1.0
Detroit,2018-09-09,2,7.0,Trump 1.0
Detroit,2018-09-10,15,9.0,Trump 1.0
Detroit,2018-09-11,13,10.0,Trump 1.0
Detroit,2018-09-12,10,10.0,Trump 1.0
Detroit,2018-09-13,3,8.0,Trump 1.0
Detroit,2018-09-14,13,8.0,Trump 1.0
Detroit,2018-09-15,2,8.0,Trump 1.0
Detroit,2018-09-16,4,9.0,Trump 1.0
Detroit,2018-09-17,34,11.0,Trump 1.0
Detroit,2018-09-18,33,14.0,Trump 1.0
Detroit,2018-09-19,23,16.0,Trump 1.0
Detroit,2018-09-20,21,19.0,Trump 1.0
Detroit,2018-09-21,11,18.0,Trump 1.0
Detroit,2018-09-24,19,21.0,Trump 1.0
Detroit,2018-09-25,20,23.0,Trump 1.0
Detroit,2018-09-26,11,20.0,Trump 1.0
Detroit,2018-09-27,10,16.0,Trump 1.0
Detroit,2018-09-28,16,15.0,Trump 1.0
El Paso,2015-10-01,6,13.0,Trump 1.0
El Paso,2015-10-02,3,12.0,Trump 1.0
El Paso,2015-10-03,3,10.0,Trump 1.0
El Paso,2015-10-05,7,8.0,Trump 1.0
El Paso,2015-10-06,3,7.0,Trump 1.0
El Paso,2015-10-07,8,7.0,Trump 1.0
El Paso,2015-10-08,8,5.0,Trump 1.0
El Paso,2015-10-09,3,5.0,Trump 1.0
El Paso,2015-10-10,1,5.0,Trump 1.0
El Paso,2015-10-12,10,6.0,Trump 1.0
El Paso,2015-10-13,9,6.0,Trump 1.0
El Paso,2015-10-14,8,7.0,Trump 1.0
El Paso,2015-10-15,14,8.0,Trump 1.0
El Paso,2015-10-16,4,7.0,Trump 1.0
El Paso,2015-10-17,1,7.0,Trump 1.0
El Paso,2015-10-18,2,7.0,Trump 1.0
El Paso,2015-10-19,10,7.0,Trump 1.0
El Paso,2015-10-20,10,7.0,Trump 1.0
El Paso,2015-10-21,4,6.0,Trump 1.0
