aor_nam,Apprehension Date,arrests,week_rolling_avg,Administration
Denver,2018-03-21,9,11.0,Trump 1.0
Denver,2018-03-22,7,10.0,Trump 1.0
Denver,2018-03-23,12,10.0,Trump 1.0
Denver,2018-03-24,1,10.0,Trump 1.0
Denver,2018-03-25,1,10.0,Trump 1.0
Denver,2018-03-26,8,9.0,Trump 1.0
Denver,2018-03-27,5,6.0,Trump 1.0
Denver,2018-03-28,12,7.0,Trump 1.0
Denver,2018-03-29,12,7.0,Trump 1.0
Denver,2018-03-30,11,7.0,Trump 1.0
Denver,2018-03-31,1,7.0,Trump 1.0
Denver,2018-04-02,4,8.0,Trump 1.0
Denver,2018-04-03,4,7.0,Trump 1.0
Denver,2018-04-04,6,7.0,Trump 1.0
Denver,2018-04-05,6,6.0,Trump 1.0
Denver,2018-04-06,6,5.0,Trump 1.0
Denver,2018-04-09,3,4.0,Trump 1.0
Denver,2018-04-10,8,5.0,Trump 1.0
Denver,2018-04-11,10,6.0,Trump 1.0
Denver,2018-04-12,13,7.0,Trump 1.0
Denver,2018-04-13,8,8.0,Trump 1.0
Denver,2018-04-14,3,7.0,Trump 1.0
Denver,2018-04-15,1,7.0,Trump 1.0
Denver,2018-04-16,2,6.0,Trump 1.0
Denver,2018-04-17,13,7.0,Trump 1.0
Denver,2018-04-18,8,7.0,Trump 1.0
Denver,2018-04-19,8,6.0,Trump 1.0
Denver,2018-04-20,5,6.0,Trump 1.0
Denver,2018-04-21,2,6.0,Trump 1.0
Denver,2018-04-22,1,6.0,Trump 1.0
Denver,2018-04-23,10,7.0,Trump 1.0
Denver,2018-04-24,18,7.0,Trump 1.0
Denver,2018-04-25,11,8.0,Trump 1.0
Denver,2018-04-26,10,8.0,Trump 1.0
Denver,2018-04-27,10,9.0,Trump 1.0
Denver,2018-04-28,1,9.0,Trump 1.0
Denver,2018-04-30,4,9.0,Trump 1.0
Denver,2018-05-01,16,10.0,Trump 1.0
Denver,2018-05-02,7,8.0,Trump 1.0
Denver,2018-05-03,13,9.0,Trump 1.0
Denver,2018-05-04,7,8.0,Trump 1.0
Denver,2018-05-06,2,7.0,Trump 1.0
Denver,2018-05-07,13,9.0,Trump 1.0
Denver,2018-05-08,12,10.0,Trump 1.0
Denver,2018-05-09,11,9.0,Trump 1.0
Denver,2018-05-10,12,10.0,Trump 1.0
Denver,2018-05-11,6,9.0,Trump 1.0
Denver,2018-05-14,7,9.0,Trump 1.0
Denver,2018-05-15,9,10.0,Trump 1.0
Denver,2018-05-16,10,10.0,Trump 1.0
Denver,2018-05-17,10,9.0,Trump 1.0
Denver,2018-05-18,9,9.0,Trump 1.0
Denver,2018-05-20,2,8.0,Trump 1.0
Denver,2018-05-21,4,7.0,Trump 1.0
Denver,2018-05-22,15,8.0,Trump 1.0
Denver,2018-05-23,7,8.0,Trump 1.0
Denver,2018-05-24,11,8.0,Trump 1.0
Denver,2018-05-25,12,9.0,Trump 1.0
Denver,2018-05-26,1,7.0,Trump 1.0
Denver,2018-05-27,2,7.0,Trump 1.0
Denver,2018-05-29,14,9.0,Trump 1.0
Denver,2018-05-30,15,9.0,Trump 1.0
Denver,2018-05-31,11,9.0,Trump 1.0
Denver,2018-06-01,7,9.0,Trump 1.0
Denver,2018-06-02,3,8.0,Trump 1.0
Denver,2018-06-03,2,8.0,Trump 1.0
Denver,2018-06-04,10,9.0,Trump 1.0
Denver,2018-06-05,15,9.0,Trump 1.0
Denver,2018-06-06,12,9.0,Trump 1.0
Denver,2018-06-07,6,8.0,Trump 1.0
Denver,2018-06-08,7,8.0,Trump 1.0
Denver,2018-06-09,3,8.0,Trump 1.0
Denver,2018-06-11,9,9.0,Trump 1.0
Denver,2018-06-12,6,8.0,Trump 1.0
Denver,2018-06-13,7,7.0,Trump 1.0
Denver,2018-06-14,6,6.0,Trump 1.0
Denver,2018-06-15,5,6.0,Trump 1.0
Denver,2018-06-17,1,5.0,Trump 1.0
Denver,2018-06-18,13,7.0,Trump 1.0
Denver,2018-06-19,5,6.0,Trump 1.0
Denver,2018-06-20,8,6.0,Trump 1.0
Denver,2018-06-21,8,7.0,Trump 1.0
Denver,2018-06-22,4,6.0,Trump 1.0
Denver,2018-06-24,1,6.0,Trump 1.0
Denver,2018-06-25,8,7.0,Trump 1.0
Denver,2018-06-26,13,7.0,Trump 1.0
Denver,2018-06-27,8,7.0,Trump 1.0
Denver,2018-06-28,13,8.0,Trump 1.0
Denver,2018-06-29,10,8.0,Trump 1.0
Denver,2018-07-02,7,9.0,Trump 1.0
Denver,2018-07-03,4,9.0,Trump 1.0
Denver,2018-07-04,1,8.0,Trump 1.0
Denver,2018-07-05,5,7.0,Trump 1.0
Denver,2018-07-06,3,6.0,Trump 1.0
Denver,2018-07-07,1,4.0,Trump 1.0
Denver,2018-07-09,8,4.0,Trump 1.0
Denver,2018-07-10,9,4.0,Trump 1.0
Denver,2018-07-11,12,6.0,Trump 1.0
Denver,2018-07-12,18,8.0,Trump 1.0
Denver,2018-07-13,8,8.0,Trump 1.0
Denver,2018-07-15,3,8.0,Trump 1.0
Denver,2018-07-16,3,9.0,Trump 1.0
Denver,2018-07-17,24,11.0,Trump 1.0
Denver,2018-07-18,9,11.0,Trump 1.0
Denver,2018-07-19,8,10.0,Trump 1.0
Denver,2018-07-20,4,8.0,Trump 1.0
Denver,2018-07-21,1,7.0,Trump 1.0
Denver,2018-07-22,1,7.0,Trump 1.0
Denver,2018-07-23,11,8.0,Trump 1.0
Denver,2018-07-24,18,7.0,Trump 1.0
Denver,2018-07-25,13,8.0,Trump 1.0
Denver,2018-07-26,14,9.0,Trump 1.0
Denver,2018-07-27,10,10.0,Trump 1.0
Denver,2018-07-30,3,10.0,Trump 1.0
Denver,2018-07-31,6,11.0,Trump 1.0
Denver,2018-08-01,10,11.0,Trump 1.0
Denver,2018-08-02,6,9.0,Trump 1.0
Denver,2018-08-03,2,7.0,Trump 1.0
Denver,2018-08-05,3,6.0,Trump 1.0
Denver,2018-08-06,5,5.0,Trump 1.0
Denver,2018-08-07,18,7.0,Trump 1.0
Denver,2018-08-08,11,8.0,Trump 1.0
Denver,2018-08-09,7,7.0,Trump 1.0
Denver,2018-08-10,7,8.0,Trump 1.0
Denver,2018-08-12,2,8.0,Trump 1.0
Denver,2018-08-13,8,8.0,Trump 1.0
Denver,2018-08-14,15,10.0,Trump 1.0
Denver,2018-08-15,12,9.0,Trump 1.0
Denver,2018-08-16,3,8.0,Trump 1.0
Denver,2018-08-17,5,7.0,Trump 1.0
Denver,2018-08-20,15,9.0,Trump 1.0
Denver,2018-08-21,13,10.0,Trump 1.0
Denver,2018-08-22,9,10.0,Trump 1.0
Denver,2018-08-23,17,11.0,Trump 1.0
Denver,2018-08-24,5,10.0,Trump 1.0
Denver,2018-08-27,13,11.0,Trump 1.0
Denver,2018-08-28,11,12.0,Trump 1.0
Denver,2018-08-29,11,11.0,Trump 1.0
Denver,2018-08-30,18,12.0,Trump 1.0
Denver,2018-08-31,3,11.0,Trump 1.0
Denver,2018-09-01,1,9.0,Trump 1.0
Denver,2018-09-02,2,8.0,Trump 1.0
Denver,2018-09-04,4,7.0,Trump 1.0
Denver,2018-09-05,5,6.0,Trump 1.0
Denver,2018-09-06,5,5.0,Trump 1.0
Denver,2018-09-07,5,4.0,Trump 1.0
Denver,2018-09-08,1,3.0,Trump 1.0
Denver,2018-09-10,10,5.0,Trump 1.0
Denver,2018-09-11,21,7.0,Trump 1.0
Denver,2018-09-12,20,10.0,Trump 1.0
Denver,2018-09-13,20,12.0,Trump 1.0
Denver,2018-09-14,17,13.0,Trump 1.0
Denver,2018-09-17,9,14.0,Trump 1.0
Denver,2018-09-18,6,15.0,Trump 1.0
Denver,2018-09-19,6,14.0,Trump 1.0
Denver,2018-09-20,9,12.0,Trump 1.0
Denver,2018-09-21,7,11.0,Trump 1.0
Denver,2018-09-22,1,8.0,Trump 1.0
Denver,2018-09-23,1,6.0,Trump 1.0
Denver,2018-09-24,6,5.0,Trump 1.0
Denver,2018-09-25,9,6.0,Trump 1.0
Denver,2018-09-26,11,6.0,Trump 1.0
Denver,2018-09-27,12,7.0,Trump 1.0
Denver,2018-09-28,4,6.0,Trump 1.0
Detroit,2015-10-01,9,7.0,Trump 1.0
Detroit,2015-10-02,7,8.0,Trump 1.0
Detroit,2015-10-04,2,8.0,Trump 1.0
Detroit,2015-10-05,6,7.0,Trump 1.0
Detroit,2015-10-06,10,7.0,Trump 1.0
Detroit,2015-10-07,9,7.0,Trump 1.0
Detroit,2015-10-08,5,7.0,Trump 1.0
Detroit,2015-10-09,7,7.0,Trump 1.0
Detroit,2015-10-11,1,6.0,Trump 1.0
Detroit,2015-10-12,2,6.0,Trump 1.0
Detroit,2015-10-13,7,6.0,Trump 1.0
Detroit,2015-10-14,13,6.0,Trump 1.0
Detroit,2015-10-15,14,7.0,Trump 1.0
Detroit,2015-10-16,5,7.0,Trump 1.0
Detroit,2015-10-17,1,6.0,Trump 1.0
Detroit,2015-10-19,10,7.0,Trump 1.0
Detroit,2015-10-20,6,8.0,Trump 1.0
Detroit,2015-10-21,9,8.0,Trump 1.0
Detroit,2015-10-22,3,7.0,Trump 1.0
Detroit,2015-10-23,3,5.0,Trump 1.0
Detroit,2015-10-24,2,5.0,Trump 1.0
Detroit,2015-10-25,1,5.0,Trump 1.0
Detroit,2015-10-26,8,5.0,Trump 1.0
Detroit,2015-10-27,15,6.0,Trump 1.0
Detroit,2015-10-28,8,6.0,Trump 1.0
Detroit,2015-10-29,8,6.0,Trump 1.0
Detroit,2015-10-30,9,7.0,Trump 1.0
Detroit,2015-10-31,1,7.0,Trump 1.0
Detroit,2015-11-01,3,7.0,Trump 1.0
Detroit,2015-11-02,15,8.0,Trump 1.0
Detroit,2015-11-03,13,8.0,Trump 1.0
Detroit,2015-11-04,13,9.0,Trump 1.0
Detroit,2015-11-05,7,9.0,Trump 1.0
Detroit,2015-11-06,4,8.0,Trump 1.0
Detroit,2015-11-07,1,8.0,Trump 1.0
Detroit,2015-11-08,6,8.0,Trump 1.0
Detroit,2015-11-09,9,8.0,Trump 1.0
Detroit,2015-11-10,10,7.0,Trump 1.0
Detroit,2015-11-11,3,6.0,Trump 1.0
Detroit,2015-11-12,5,5.0,Trump 1.0
Detroit,2015-11-13,5,6.0,Trump 1.0
Detroit,2015-11-15,1,6.0,Trump 1.0
Detroit,2015-11-16,10,6.0,Trump 1.0
Detroit,2015-11-17,3,5.0,Trump 1.0
Detroit,2015-11-18,10,5.0,Trump 1.0
Detroit,2015-11-19,9,6.0,Trump 1.0
Detroit,2015-11-20,3,6.0,Trump 1.0
Detroit,2015-11-23,7,6.0,Trump 1.0
Detroit,2015-11-24,13,8.0,Trump 1.0
Detroit,2015-11-25,9,8.0,Trump 1.0
Detroit,2015-11-27,4,8.0,Trump 1.0
Detroit,2015-11-30,7,7.0,Trump 1.0
Detroit,2015-12-01,10,8.0,Trump 1.0
Detroit,2015-12-02,4,8.0,Trump 1.0
Detroit,2015-12-03,11,8.0,Trump 1.0
Detroit,2015-12-04,10,8.0,Trump 1.0
Detroit,2015-12-07,6,7.0,Trump 1.0
Detroit,2015-12-08,6,8.0,Trump 1.0
Detroit,2015-12-09,13,9.0,Trump 1.0
Detroit,2015-12-10,8,8.0,Trump 1.0
Detroit,2015-12-11,6,9.0,Trump 1.0
Detroit,2015-12-12,1,7.0,Trump 1.0
Detroit,2015-12-13,1,6.0,Trump 1.0
Detroit,2015-12-14,13,7.0,Trump 1.0
Detroit,2015-12-15,6,7.0,Trump 1.0
Detroit,2015-12-16,7,6.0,Trump 1.0
Detroit,2015-12-17,3,5.0,Trump 1.0
Detroit,2015-12-18,5,5.0,Trump 1.0
Detroit,2015-12-19,1,5.0,Trump 1.0
Detroit,2015-12-20,1,5.0,Trump 1.0
Detroit,2015-12-21,7,4.0,Trump 1.0
Detroit,2015-12-22,10,5.0,Trump 1.0
Detroit,2015-12-23,7,5.0,Trump 1.0
Detroit,2015-12-24,2,5.0,Trump 1.0
Detroit,2015-12-28,4,5.0,Trump 1.0
Detroit,2015-12-29,6,5.0,Trump 1.0
Detroit,2015-12-30,4,6.0,Trump 1.0
Detroit,2015-12-31,1,5.0,Trump 1.0
Detroit,2016-01-04,3,4.0,Trump 1.0
Detroit,2016-01-05,10,4.0,Trump 1.0
Detroit,2016-01-06,7,5.0,Trump 1.0
Detroit,2016-01-07,12,6.0,Trump 1.0
Detroit,2016-01-08,7,6.0,Trump 1.0
Detroit,2016-01-10,1,6.0,Trump 1.0
Detroit,2016-01-11,10,7.0,Trump 1.0
Detroit,2016-01-12,10,8.0,Trump 1.0
Detroit,2016-01-13,18,9.0,Trump 1.0
Detroit,2016-01-14,7,9.0,Trump 1.0
Detroit,2016-01-15,7,9.0,Trump 1.0
Detroit,2016-01-18,5,8.0,Trump 1.0
Detroit,2016-01-19,4,9.0,Trump 1.0
Detroit,2016-01-20,8,8.0,Trump 1.0
Detroit,2016-01-21,7,8.0,Trump 1.0
Detroit,2016-01-22,3,6.0,Trump 1.0
Detroit,2016-01-25,14,7.0,Trump 1.0
Detroit,2016-01-26,8,7.0,Trump 1.0
Detroit,2016-01-27,12,8.0,Trump 1.0
Detroit,2016-01-28,14,9.0,Trump 1.0
Detroit,2016-01-29,4,9.0,Trump 1.0
Detroit,2016-02-01,13,10.0,Trump 1.0
Detroit,2016-02-02,4,10.0,Trump 1.0
Detroit,2016-02-03,9,9.0,Trump 1.0
Detroit,2016-02-04,4,9.0,Trump 1.0
Detroit,2016-02-05,6,8.0,Trump 1.0
Detroit,2016-02-08,5,6.0,Trump 1.0
Detroit,2016-02-09,7,7.0,Trump 1.0
Detroit,2016-02-10,3,5.0,Trump 1.0
Detroit,2016-02-11,7,6.0,Trump 1.0
Detroit,2016-02-12,4,5.0,Trump 1.0
Detroit,2016-02-13,1,5.0,Trump 1.0
Detroit,2016-02-16,7,5.0,Trump 1.0
Detroit,2016-02-17,12,6.0,Trump 1.0
Detroit,2016-02-18,15,7.0,Trump 1.0
Detroit,2016-02-19,5,7.0,Trump 1.0
Detroit,2016-02-22,5,7.0,Trump 1.0
Detroit,2016-02-23,10,8.0,Trump 1.0
Detroit,2016-02-24,6,9.0,Trump 1.0
Detroit,2016-02-25,4,8.0,Trump 1.0
Detroit,2016-02-26,3,7.0,Trump 1.0
Detroit,2016-02-28,1,5.0,Trump 1.0
Detroit,2016-02-29,10,6.0,Trump 1.0
Detroit,2016-03-01,9,6.0,Trump 1.0
Detroit,2016-03-02,7,6.0,Trump 1.0
Detroit,2016-03-03,13,7.0,Trump 1.0
Detroit,2016-03-04,4,7.0,Trump 1.0
Detroit,2016-03-06,1,6.0,Trump 1.0
Detroit,2016-03-07,9,8.0,Trump 1.0
Detroit,2016-03-08,11,8.0,Trump 1.0
Detroit,2016-03-09,4,7.0,Trump 1.0
Detroit,2016-03-10,11,8.0,Trump 1.0
Detroit,2016-03-11,6,7.0,Trump 1.0
Detroit,2016-03-13,3,6.0,Trump 1.0
Detroit,2016-03-14,6,7.0,Trump 1.0
Detroit,2016-03-15,7,7.0,Trump 1.0
Detroit,2016-03-16,15,7.0,Trump 1.0
Detroit,2016-03-17,6,8.0,Trump 1.0
Detroit,2016-03-18,4,7.0,Trump 1.0
Detroit,2016-03-21,4,6.0,Trump 1.0
Detroit,2016-03-22,12,8.0,Trump 1.0
Detroit,2016-03-23,10,8.0,Trump 1.0
Detroit,2016-03-24,9,9.0,Trump 1.0
Detroit,2016-03-25,4,7.0,Trump 1.0
Detroit,2016-03-28,3,7.0,Trump 1.0
Detroit,2016-03-29,16,8.0,Trump 1.0
Detroit,2016-03-30,11,9.0,Trump 1.0
Detroit,2016-03-31,7,9.0,Trump 1.0
Detroit,2016-04-01,4,8.0,Trump 1.0
Detroit,2016-04-04,4,7.0,Trump 1.0
Detroit,2016-04-05,3,7.0,Trump 1.0
Detroit,2016-04-06,11,8.0,Trump 1.0
Detroit,2016-04-07,3,6.0,Trump 1.0
Detroit,2016-04-08,8,6.0,Trump 1.0
Detroit,2016-04-11,8,6.0,Trump 1.0
Detroit,2016-04-12,10,7.0,Trump 1.0
Detroit,2016-04-13,11,8.0,Trump 1.0
Detroit,2016-04-14,8,8.0,Trump 1.0
Detroit,2016-04-15,4,7.0,Trump 1.0
Detroit,2016-04-16,1,7.0,Trump 1.0
Detroit,2016-04-17,1,6.0,Trump 1.0
Detroit,2016-04-18,11,7.0,Trump 1.0
Detroit,2016-04-19,6,6.0,Trump 1.0
Detroit,2016-04-20,7,5.0,Trump 1.0
Detroit,2016-04-21,14,6.0,Trump 1.0
Detroit,2016-04-22,9,7.0,Trump 1.0
Detroit,2016-04-23,1,7.0,Trump 1.0
Detroit,2016-04-24,1,7.0,Trump 1.0
Detroit,2016-04-25,4,6.0,Trump 1.0
Detroit,2016-04-26,9,6.0,Trump 1.0
Detroit,2016-04-27,8,7.0,Trump 1.0
Detroit,2016-04-28,8,6.0,Trump 1.0
Detroit,2016-04-29,3,5.0,Trump 1.0
Detroit,2016-04-30,1,5.0,Trump 1.0
Detroit,2016-05-01,1,5.0,Trump 1.0
Detroit,2016-05-02,11,6.0,Trump 1.0
Detroit,2016-05-03,9,6.0,Trump 1.0
Detroit,2016-05-04,8,6.0,Trump 1.0
Detroit,2016-05-05,11,6.0,Trump 1.0
Detroit,2016-05-06,3,6.0,Trump 1.0
Detroit,2016-05-07,1,6.0,Trump 1.0
Detroit,2016-05-09,9,7.0,Trump 1.0
Detroit,2016-05-10,10,7.0,Trump 1.0
Detroit,2016-05-11,7,7.0,Trump 1.0
Detroit,2016-05-12,3,6.0,Trump 1.0
Detroit,2016-05-13,6,6.0,Trump 1.0
Detroit,2016-05-16,9,6.0,Trump 1.0
Detroit,2016-05-17,7,7.0,Trump 1.0
Detroit,2016-05-18,8,7.0,Trump 1.0
Detroit,2016-05-19,5,6.0,Trump 1.0
Detroit,2016-05-20,10,7.0,Trump 1.0
Detroit,2016-05-21,1,7.0,Trump 1.0
Detroit,2016-05-22,20,9.0,Trump 1.0
Detroit,2016-05-23,26,11.0,Trump 1.0
Detroit,2016-05-24,20,13.0,Trump 1.0
Detroit,2016-05-25,11,13.0,Trump 1.0
Detroit,2016-05-26,7,14.0,Trump 1.0
Detroit,2016-05-27,6,13.0,Trump 1.0
Detroit,2016-05-28,1,13.0,Trump 1.0
Detroit,2016-05-30,1,10.0,Trump 1.0
Detroit,2016-05-31,5,7.0,Trump 1.0
Detroit,2016-06-01,4,5.0,Trump 1.0
Detroit,2016-06-02,8,5.0,Trump 1.0
Detroit,2016-06-03,5,4.0,Trump 1.0
Detroit,2016-06-06,10,5.0,Trump 1.0
Detroit,2016-06-07,3,5.0,Trump 1.0
Detroit,2016-06-08,7,6.0,Trump 1.0
Detroit,2016-06-09,9,7.0,Trump 1.0
Detroit,2016-06-10,7,7.0,Trump 1.0
Detroit,2016-06-13,9,7.0,Trump 1.0
Detroit,2016-06-14,8,8.0,Trump 1.0
Detroit,2016-06-15,11,8.0,Trump 1.0
Detroit,2016-06-16,10,9.0,Trump 1.0
Detroit,2016-06-17,7,9.0,Trump 1.0
Detroit,2016-06-20,4,8.0,Trump 1.0
Detroit,2016-06-21,6,8.0,Trump 1.0
Detroit,2016-06-22,4,7.0,Trump 1.0
Detroit,2016-06-23,11,8.0,Trump 1.0
Detroit,2016-06-24,4,7.0,Trump 1.0
Detroit,2016-06-26,1,5.0,Trump 1.0
Detroit,2016-06-27,6,5.0,Trump 1.0
Detroit,2016-06-28,12,6.0,Trump 1.0
Detroit,2016-06-29,9,7.0,Trump 1.0
Detroit,2016-06-30,7,7.0,Trump 1.0
Detroit,2016-07-01,6,6.0,Trump 1.0
Detroit,2016-07-03,3,6.0,Trump 1.0
Detroit,2016-07-05,6,7.0,Trump 1.0
Detroit,2016-07-06,7,7.0,Trump 1.0
Detroit,2016-07-07,13,7.0,Trump 1.0
Detroit,2016-07-08,13,8.0,Trump 1.0
Detroit,2016-07-11,7,8.0,Trump 1.0
Detroit,2016-07-12,4,8.0,Trump 1.0
Detroit,2016-07-13,13,9.0,Trump 1.0
Detroit,2016-07-14,8,9.0,Trump 1.0
Detroit,2016-07-15,6,9.0,Trump 1.0
Detroit,2016-07-17,1,7.0,Trump 1.0
Detroit,2016-07-18,6,6.0,Trump 1.0
Detroit,2016-07-19,6,6.0,Trump 1.0
Detroit,2016-07-20,8,7.0,Trump 1.0
Detroit,2016-07-21,8,6.0,Trump 1.0
Detroit,2016-07-22,3,5.0,Trump 1.0
Detroit,2016-07-25,5,5.0,Trump 1.0
Detroit,2016-07-26,9,6.0,Trump 1.0
Detroit,2016-07-27,8,7.0,Trump 1.0
Detroit,2016-07-28,10,7.0,Trump 1.0
Detroit,2016-07-29,8,7.0,Trump 1.0
Detroit,2016-07-31,2,6.0,Trump 1.0
Detroit,2016-08-01,14,8.0,Trump 1.0
Detroit,2016-08-02,11,9.0,Trump 1.0
Detroit,2016-08-03,14,10.0,Trump 1.0
Detroit,2016-08-04,13,10.0,Trump 1.0
Detroit,2016-08-05,8,10.0,Trump 1.0
Detroit,2016-08-07,1,9.0,Trump 1.0
Detroit,2016-08-08,7,10.0,Trump 1.0
Detroit,2016-08-09,13,10.0,Trump 1.0
Detroit,2016-08-10,14,10.0,Trump 1.0
Detroit,2016-08-11,5,9.0,Trump 1.0
Detroit,2016-08-12,9,8.0,Trump 1.0
Detroit,2016-08-15,7,8.0,Trump 1.0
Detroit,2016-08-16,15,10.0,Trump 1.0
Detroit,2016-08-17,16,11.0,Trump 1.0
Detroit,2016-08-18,14,11.0,Trump 1.0
Detroit,2016-08-19,7,10.0,Trump 1.0
Detroit,2016-08-22,7,11.0,Trump 1.0
Detroit,2016-08-23,5,10.0,Trump 1.0
Detroit,2016-08-24,11,11.0,Trump 1.0
Detroit,2016-08-25,9,10.0,Trump 1.0
Detroit,2016-08-26,4,8.0,Trump 1.0
Detroit,2016-08-27,1,6.0,Trump 1.0
Detroit,2016-08-29,5,6.0,Trump 1.0
Detroit,2016-08-30,9,6.0,Trump 1.0
Detroit,2016-08-31,14,8.0,Trump 1.0
Detroit,2016-09-01,12,8.0,Trump 1.0
Detroit,2016-09-02,9,8.0,Trump 1.0
Detroit,2016-09-03,1,7.0,Trump 1.0
Detroit,2016-09-06,9,8.0,Trump 1.0
Detroit,2016-09-07,11,9.0,Trump 1.0
Detroit,2016-09-08,17,10.0,Trump 1.0
Detroit,2016-09-09,7,9.0,Trump 1.0
Detroit,2016-09-12,6,9.0,Trump 1.0
Detroit,2016-09-13,10,9.0,Trump 1.0
Detroit,2016-09-14,18,11.0,Trump 1.0
Detroit,2016-09-15,19,13.0,Trump 1.0
Detroit,2016-09-16,15,13.0,Trump 1.0
Detroit,2016-09-19,7,12.0,Trump 1.0
Detroit,2016-09-20,12,12.0,Trump 1.0
Detroit,2016-09-21,12,13.0,Trump 1.0
Detroit,2016-09-22,9,13.0,Trump 1.0
Detroit,2016-09-23,5,11.0,Trump 1.0
Detroit,2016-09-26,2,9.0,Trump 1.0
Detroit,2016-09-27,13,9.0,Trump 1.0
Detroit,2016-09-28,9,9.0,Trump 1.0
Detroit,2016-09-29,8,8.0,Trump 1.0
Detroit,2016-09-30,7,8.0,Trump 1.0
Detroit,2016-10-02,2,7.0,Trump 1.0
Detroit,2016-10-03,4,6.0,Trump 1.0
Detroit,2016-10-04,6,7.0,Trump 1.0
Detroit,2016-10-05,8,6.0,Trump 1.0
Detroit,2016-10-06,11,7.0,Trump 1.0
Detroit,2016-10-07,4,6.0,Trump 1.0
Detroit,2016-10-08,1,5.0,Trump 1.0
Detroit,2016-10-10,1,5.0,Trump 1.0
Detroit,2016-10-11,16,7.0,Trump 1.0
Detroit,2016-10-12,8,7.0,Trump 1.0
Detroit,2016-10-13,10,7.0,Trump 1.0
Detroit,2016-10-14,5,6.0,Trump 1.0
Detroit,2016-10-17,8,7.0,Trump 1.0
Detroit,2016-10-18,4,7.0,Trump 1.0
Detroit,2016-10-19,8,8.0,Trump 1.0
Detroit,2016-10-20,6,7.0,Trump 1.0
Detroit,2016-10-21,13,8.0,Trump 1.0
Detroit,2016-10-24,8,7.0,Trump 1.0
Detroit,2016-10-25,10,8.0,Trump 1.0
Detroit,2016-10-26,8,8.0,Trump 1.0
Detroit,2016-10-27,8,9.0,Trump 1.0
Detroit,2016-10-28,5,8.0,Trump 1.0
Detroit,2016-10-29,1,8.0,Trump 1.0
Detroit,2016-10-31,5,6.0,Trump 1.0
Detroit,2016-11-01,23,9.0,Trump 1.0
Detroit,2016-11-02,10,9.0,Trump 1.0
Detroit,2016-11-03,5,8.0,Trump 1.0
Detroit,2016-11-04,6,8.0,Trump 1.0
Detroit,2016-11-07,6,8.0,Trump 1.0
Detroit,2016-11-08,10,9.0,Trump 1.0
Detroit,2016-11-09,7,10.0,Trump 1.0
Detroit,2016-11-10,6,7.0,Trump 1.0
Detroit,2016-11-11,2,6.0,Trump 1.0
Detroit,2016-11-13,2,6.0,Trump 1.0
Detroit,2016-11-14,8,6.0,Trump 1.0
Detroit,2016-11-15,12,7.0,Trump 1.0
Detroit,2016-11-16,7,6.0,Trump 1.0
Detroit,2016-11-17,7,6.0,Trump 1.0
Detroit,2016-11-18,10,7.0,Trump 1.0
Detroit,2016-11-21,8,8.0,Trump 1.0
Detroit,2016-11-22,11,9.0,Trump 1.0
Detroit,2016-11-23,17,10.0,Trump 1.0
Detroit,2016-11-24,2,9.0,Trump 1.0
Detroit,2016-11-25,2,8.0,Trump 1.0
Detroit,2016-11-27,1,7.0,Trump 1.0
Detroit,2016-11-28,9,7.0,Trump 1.0
Detroit,2016-11-29,5,7.0,Trump 1.0
Detroit,2016-11-30,7,6.0,Trump 1.0
Detroit,2016-12-01,10,5.0,Trump 1.0
Detroit,2016-12-02,11,6.0,Trump 1.0
Detroit,2016-12-04,19,9.0,Trump 1.0
Detroit,2016-12-05,19,11.0,Trump 1.0
Detroit,2016-12-06,19,13.0,Trump 1.0
Detroit,2016-12-07,9,13.0,Trump 1.0
Detroit,2016-12-08,6,13.0,Trump 1.0
Detroit,2016-12-09,9,13.0,Trump 1.0
Detroit,2016-12-10,3,12.0,Trump 1.0
Detroit,2016-12-12,16,12.0,Trump 1.0
Detroit,2016-12-13,8,10.0,Trump 1.0
Detroit,2016-12-14,8,8.0,Trump 1.0
Detroit,2016-12-15,4,8.0,Trump 1.0
Detroit,2016-12-16,9,8.0,Trump 1.0
Detroit,2016-12-17,1,7.0,Trump 1.0
Detroit,2016-12-18,1,7.0,Trump 1.0
Detroit,2016-12-19,5,5.0,Trump 1.0
Detroit,2016-12-20,8,5.0,Trump 1.0
Detroit,2016-12-21,11,6.0,Trump 1.0
Detroit,2016-12-22,6,6.0,Trump 1.0
Detroit,2016-12-23,1,5.0,Trump 1.0
Detroit,2016-12-26,2,5.0,Trump 1.0
Detroit,2016-12-27,3,5.0,Trump 1.0
Detroit,2016-12-28,3,5.0,Trump 1.0
Detroit,2016-12-29,1,4.0,Trump 1.0
Detroit,2016-12-30,3,3.0,Trump 1.0
Detroit,2017-01-02,1,2.0,Trump 1.0
Detroit,2017-01-03,9,3.0,Trump 1.0
Detroit,2017-01-04,9,4.0,Trump 1.0
Detroit,2017-01-05,13,6.0,Trump 1.0
Detroit,2017-01-06,8,6.0,Trump 1.0
Detroit,2017-01-08,3,7.0,Trump 1.0
Detroit,2017-01-09,6,7.0,Trump 1.0
Detroit,2017-01-10,12,9.0,Trump 1.0
Detroit,2017-01-11,15,9.0,Trump 1.0
Detroit,2017-01-12,8,9.0,Trump 1.0
Detroit,2017-01-13,10,9.0,Trump 1.0
Detroit,2017-01-15,1,8.0,Trump 1.0
Detroit,2017-01-16,1,8.0,Trump 1.0
